filename,split,class,width,height,aspect_ratio,is_square,size_bin,group_id,source_path
13--Interview_13_Interview_Interview_On_Location_13_849.jpg_b9839.jpg,train,clear,418,418,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_849.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_849.jpg_b9839.jpg
6--Funeral_6_Funeral_Funeral_6_896.jpg_b144451.jpg,train,clear,468,468,1.0,True,large,wider_6--Funeral_6_Funeral_Funeral_6_896.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\6--Funeral_6_Funeral_Funeral_6_896.jpg_b144451.jpg
43--Row_Boat_43_Row_Boat_Rowboat_43_693.jpg_b122732.jpg,train,clear,791,791,1.0,True,large,wider_43--Row_Boat_43_Row_Boat_Rowboat_43_693.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\43--Row_Boat_43_Row_Boat_Rowboat_43_693.jpg_b122732.jpg
9--Press_Conference_9_Press_Conference_Press_Conference_9_927.jpg_b156244.jpg,train,clear,562,562,1.0,True,large,wider_9--Press_Conference_9_Press_Conference_Press_Conference_9_927.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\9--Press_Conference_9_Press_Conference_Press_Conference_9_927.jpg_b156244.jpg
52--Photographers_52_Photographers_photographertakingphoto_52_743.jpg_b34519.jpg,train,clear,180,180,1.0,True,large,wider_52--Photographers_52_Photographers_photographertakingphoto_52_743.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\52--Photographers_52_Photographers_photographertakingphoto_52_743.jpg_b34519.jpg
52--Photographers_52_Photographers_taketouristphotos_52_773.jpg_b135539.jpg,train,clear,626,626,1.0,True,large,wider_52--Photographers_52_Photographers_taketouristphotos_52_773.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\52--Photographers_52_Photographers_taketouristphotos_52_773.jpg_b135539.jpg
51--Dresses_51_Dresses_wearingdress_51_72.jpg_b134883.jpg,train,clear,168,168,1.0,True,large,wider_51--Dresses_51_Dresses_wearingdress_51_72.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\51--Dresses_51_Dresses_wearingdress_51_72.jpg_b134883.jpg
4--Dancing_4_Dancing_Dancing_4_502.jpg_b118891.jpg,train,clear,246,246,1.0,True,large,wider_4--Dancing_4_Dancing_Dancing_4_502.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\4--Dancing_4_Dancing_Dancing_4_502.jpg_b118891.jpg
18--Concerts_18_Concerts_Concerts_18_505.jpg_b43921.jpg,train,clear,124,124,1.0,True,large,wider_18--Concerts_18_Concerts_Concerts_18_505.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\18--Concerts_18_Concerts_Concerts_18_505.jpg_b43921.jpg
13--Interview_13_Interview_Interview_On_Location_13_592.jpg_b36354.jpg,train,clear,122,122,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_592.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_592.jpg_b36354.jpg
1--Handshaking_1_Handshaking_Handshaking_1_164.jpg_b16358.jpg,train,clear,174,174,1.0,True,large,wider_1--Handshaking_1_Handshaking_Handshaking_1_164.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\1--Handshaking_1_Handshaking_Handshaking_1_164.jpg_b16358.jpg
33--Running_33_Running_Running_33_784.jpg_b99995.jpg,train,clear,264,264,1.0,True,large,wider_33--Running_33_Running_Running_33_784.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\33--Running_33_Running_Running_33_784.jpg_b99995.jpg
28--Sports_Fan_28_Sports_Fan_Sports_Fan_28_509.jpg_b93486.jpg,train,clear,206,206,1.0,True,large,wider_28--Sports_Fan_28_Sports_Fan_Sports_Fan_28_509.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\28--Sports_Fan_28_Sports_Fan_Sports_Fan_28_509.jpg_b93486.jpg
48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_277.jpg_b130187.jpg,train,clear,131,131,1.0,True,large,wider_48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_277.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_277.jpg_b130187.jpg
13--Interview_13_Interview_Interview_On_Location_13_858.jpg_b37111.jpg,train,clear,328,328,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_858.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_858.jpg_b37111.jpg
39--Ice_Skating_39_Ice_Skating_Ice_Skating_39_109.jpg_b118117.jpg,train,clear,168,168,1.0,True,large,wider_39--Ice_Skating_39_Ice_Skating_Ice_Skating_39_109.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\39--Ice_Skating_39_Ice_Skating_Ice_Skating_39_109.jpg_b118117.jpg
004069_face.jpg,train,clear,115,115,1.0,True,large,single_004069_face.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\004069_face.jpg
7--Cheering_7_Cheering_Cheering_7_650.jpg_b148830.jpg,train,clear,124,124,1.0,True,large,wider_7--Cheering_7_Cheering_Cheering_7_650.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\7--Cheering_7_Cheering_Cheering_7_650.jpg_b148830.jpg
13--Interview_13_Interview_Interview_Sequences_13_20.jpg_b36219.jpg,train,clear,162,162,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_20.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_20.jpg_b36219.jpg
49--Greeting_49_Greeting_peoplegreeting_49_302.jpg_b33348.jpg,train,clear,180,180,1.0,True,large,wider_49--Greeting_49_Greeting_peoplegreeting_49_302.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\49--Greeting_49_Greeting_peoplegreeting_49_302.jpg_b33348.jpg
1--Handshaking_1_Handshaking_Handshaking_1_627.jpg_b16686.jpg,train,clear,138,138,1.0,True,large,wider_1--Handshaking_1_Handshaking_Handshaking_1_627.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\1--Handshaking_1_Handshaking_Handshaking_1_627.jpg_b16686.jpg
59--people--driving--car_59_peopledrivingcar_peopledrivingcar_59_427.jpg_b144245.jpg,train,clear,172,172,1.0,True,large,wider_59--people--driving--car_59_peopledrivingcar_peopledrivingcar_59_427.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\59--people--driving--car_59_peopledrivingcar_peopledrivingcar_59_427.jpg_b144245.jpg
18--Concerts_18_Concerts_Concerts_18_366.jpg_b11361.jpg,train,clear,493,493,1.0,True,large,wider_18--Concerts_18_Concerts_Concerts_18_366.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\18--Concerts_18_Concerts_Concerts_18_366.jpg_b11361.jpg
1--Handshaking_1_Handshaking_Handshaking_1_464.jpg_b16495.jpg,train,clear,174,174,1.0,True,large,wider_1--Handshaking_1_Handshaking_Handshaking_1_464.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\1--Handshaking_1_Handshaking_Handshaking_1_464.jpg_b16495.jpg
12--Group_12_Group_Group_12_Group_Group_12_100.jpg_b32775.jpg,train,clear,136,136,1.0,True,large,wider_12--Group_12_Group_Group_12_Group_Group_12_100.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\12--Group_12_Group_Group_12_Group_Group_12_100.jpg_b32775.jpg
01a0b746-ce50-7090-be75-d358bf3dce49_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789781266144_img_face1.jpg,train,clear,182,182,1.0,True,large,single_01a0b746-ce50-7090-be75-d358bf3dce49_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789781266144_img_face1.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\01a0b746-ce50-7090-be75-d358bf3dce49_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789781266144_img_face1.jpg
16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_433.jpg_b40205.jpg,train,clear,163,163,1.0,True,large,wider_16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_433.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\16--Award_Ceremony_16_Award_Ceremony_Awards_Ceremony_16_433.jpg_b40205.jpg
KhanhMB_20260414_161117_105.jpg,train,clear,112,112,1.0,True,large,person_session_KhanhMB_20260414_1611,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\KhanhMB_20260414_161117_105.jpg
13--Interview_13_Interview_Interview_Sequences_13_473.jpg_b36851.jpg,train,clear,488,488,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_473.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_473.jpg_b36851.jpg
13--Interview_13_Interview_Interview_Sequences_13_753.jpg_b37071.jpg,train,clear,116,116,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_753.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_753.jpg_b37071.jpg
13--Interview_13_Interview_Interview_2_People_Visible_13_492.jpg_b37560.jpg,train,clear,640,640,1.0,True,large,wider_13--Interview_13_Interview_Interview_2_People_Visible_13_492.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_2_People_Visible_13_492.jpg_b37560.jpg
26--Soldier_Drilling_26_Soldier_Drilling_Soldiers_Drilling_26_606.jpg_b23132.jpg,train,clear,170,170,1.0,True,large,wider_26--Soldier_Drilling_26_Soldier_Drilling_Soldiers_Drilling_26_606.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\26--Soldier_Drilling_26_Soldier_Drilling_Soldiers_Drilling_26_606.jpg_b23132.jpg
50--Celebration_Or_Party_50_Celebration_Or_Party_birthdayparty_50_342.jpg_b133132.jpg,train,clear,188,188,1.0,True,large,wider_50--Celebration_Or_Party_50_Celebration_Or_Party_birthdayparty_50_342.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\50--Celebration_Or_Party_50_Celebration_Or_Party_birthdayparty_50_342.jpg_b133132.jpg
13--Interview_13_Interview_Interview_Sequences_13_233.jpg_b36791.jpg,train,clear,240,240,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_233.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_233.jpg_b36791.jpg
34--Baseball_34_Baseball_Baseball_34_59.jpg_b100388.jpg,train,clear,140,140,1.0,True,large,wider_34--Baseball_34_Baseball_Baseball_34_59.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\34--Baseball_34_Baseball_Baseball_34_59.jpg_b100388.jpg
19--Couple_19_Couple_Couple_19_514.jpg_b11482.jpg,train,clear,314,314,1.0,True,large,wider_19--Couple_19_Couple_Couple_19_514.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\19--Couple_19_Couple_Couple_19_514.jpg_b11482.jpg
40--Gymnastics_40_Gymnastics_Gymnastics_40_197.jpg_b30881.jpg,train,clear,178,178,1.0,True,large,wider_40--Gymnastics_40_Gymnastics_Gymnastics_40_197.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\40--Gymnastics_40_Gymnastics_Gymnastics_40_197.jpg_b30881.jpg
0--Parade_0_Parade_Parade_0_395.jpg_b15657.jpg,train,clear,230,230,1.0,True,large,wider_0--Parade_0_Parade_Parade_0_395.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\0--Parade_0_Parade_Parade_0_395.jpg_b15657.jpg
0--Parade_0_Parade_Parade_0_395.jpg_b15659.jpg,train,occluded,146,146,1.0,True,large,wider_0--Parade_0_Parade_Parade_0_395.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\occluded\0--Parade_0_Parade_Parade_0_395.jpg_b15659.jpg
002507_face.jpg,train,clear,138,138,1.0,True,large,single_002507_face.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\002507_face.jpg
13--Interview_13_Interview_Interview_Sequences_13_806.jpg_b36552.jpg,train,clear,224,224,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_806.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_806.jpg_b36552.jpg
3--Riot_3_Riot_Riot_3_93.jpg_b97719.jpg,train,clear,304,304,1.0,True,large,wider_3--Riot_3_Riot_Riot_3_93.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\3--Riot_3_Riot_Riot_3_93.jpg_b97719.jpg
1--Handshaking_1_Handshaking_Handshaking_1_61.jpg_b16629.jpg,train,clear,112,112,1.0,True,large,wider_1--Handshaking_1_Handshaking_Handshaking_1_61.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\1--Handshaking_1_Handshaking_Handshaking_1_61.jpg_b16629.jpg
9--Press_Conference_9_Press_Conference_Press_Conference_9_851.jpg_b156870.jpg,train,clear,230,230,1.0,True,large,wider_9--Press_Conference_9_Press_Conference_Press_Conference_9_851.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\9--Press_Conference_9_Press_Conference_Press_Conference_9_851.jpg_b156870.jpg
38--Tennis_38_Tennis_Tennis_38_759.jpg_b116077.jpg,train,clear,262,262,1.0,True,large,wider_38--Tennis_38_Tennis_Tennis_38_759.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\38--Tennis_38_Tennis_Tennis_38_759.jpg_b116077.jpg
QuyND_20260414_161836_498.jpg,train,clear,112,112,1.0,True,large,person_session_QuyND_20260414_1618,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\QuyND_20260414_161836_498.jpg
31--Waiter_Waitress_31_Waiter_Waitress_Waiter_Waitress_31_680.jpg_b98797.jpg,train,clear,140,140,1.0,True,large,wider_31--Waiter_Waitress_31_Waiter_Waitress_Waiter_Waitress_31_680.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\31--Waiter_Waitress_31_Waiter_Waitress_Waiter_Waitress_31_680.jpg_b98797.jpg
14--Traffic_14_Traffic_Traffic_14_479.jpg_b38619.jpg,train,clear,168,168,1.0,True,large,wider_14--Traffic_14_Traffic_Traffic_14_479.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\14--Traffic_14_Traffic_Traffic_14_479.jpg_b38619.jpg
9--Press_Conference_9_Press_Conference_Press_Conference_9_196.jpg_b39064.jpg,train,clear,451,451,1.0,True,large,wider_9--Press_Conference_9_Press_Conference_Press_Conference_9_196.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\9--Press_Conference_9_Press_Conference_Press_Conference_9_196.jpg_b39064.jpg
01a0b889-02b0-7a51-9f94-1c1b260db89f_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789802382746_img_face1.jpg,train,clear,158,158,1.0,True,large,single_01a0b889-02b0-7a51-9f94-1c1b260db89f_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789802382746_img_face1.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\01a0b889-02b0-7a51-9f94-1c1b260db89f_nvr-llWGaUl9M9E771xokkJUiNr5fMyJBigI_1789802382746_img_face1.jpg
17--Ceremony_17_Ceremony_Ceremony_17_883.jpg_b41033.jpg,train,clear,144,144,1.0,True,large,wider_17--Ceremony_17_Ceremony_Ceremony_17_883.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\17--Ceremony_17_Ceremony_Ceremony_17_883.jpg_b41033.jpg
13--Interview_13_Interview_Interview_On_Location_13_287.jpg_b9628.jpg,train,clear,144,144,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_287.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_287.jpg_b9628.jpg
13--Interview_13_Interview_Interview_On_Location_13_790.jpg_b37272.jpg,train,clear,176,176,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_790.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_790.jpg_b37272.jpg
41--Swimming_41_Swimming_Swimmer_41_783.jpg_b121324.jpg,train,clear,634,634,1.0,True,large,wider_41--Swimming_41_Swimming_Swimmer_41_783.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\41--Swimming_41_Swimming_Swimmer_41_783.jpg_b121324.jpg
14--Traffic_14_Traffic_Traffic_14_531.jpg_b38041.jpg,train,clear,721,721,1.0,True,large,wider_14--Traffic_14_Traffic_Traffic_14_531.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\14--Traffic_14_Traffic_Traffic_14_531.jpg_b38041.jpg
54--Rescue_54_Rescue_rescuepeople_54_771.jpg_b138044.jpg,train,clear,439,439,1.0,True,large,wider_54--Rescue_54_Rescue_rescuepeople_54_771.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\54--Rescue_54_Rescue_rescuepeople_54_771.jpg_b138044.jpg
48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_652.jpg_b33288.jpg,train,clear,173,173,1.0,True,large,wider_48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_652.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_652.jpg_b33288.jpg
13--Interview_13_Interview_Interview_Sequences_13_309.jpg_b36421.jpg,train,clear,210,210,1.0,True,large,wider_13--Interview_13_Interview_Interview_Sequences_13_309.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_Sequences_13_309.jpg_b36421.jpg
45--Balloonist_45_Balloonist_Balloonist_45_173.jpg_b124486.jpg,train,clear,617,617,1.0,True,large,wider_45--Balloonist_45_Balloonist_Balloonist_45_173.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\45--Balloonist_45_Balloonist_Balloonist_45_173.jpg_b124486.jpg
35--Basketball_35_Basketball_playingbasketball_35_34.jpg_b106692.jpg,train,clear,179,179,1.0,True,large,wider_35--Basketball_35_Basketball_playingbasketball_35_34.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\35--Basketball_35_Basketball_playingbasketball_35_34.jpg_b106692.jpg
DoanNV_20260414_151426_507.jpg,train,clear,112,112,1.0,True,large,person_session_DoanNV_20260414_1514,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\DoanNV_20260414_151426_507.jpg
DoanNV_20260414_151427_676.jpg,train,clear,112,112,1.0,True,large,person_session_DoanNV_20260414_1514,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\DoanNV_20260414_151427_676.jpg
DoanNV_20260414_151424_597.jpg,train,occluded,112,112,1.0,True,large,person_session_DoanNV_20260414_1514,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\occluded\DoanNV_20260414_151424_597.jpg
44--Aerobics_44_Aerobics_Aerobics_44_583.jpg_b31856.jpg,train,clear,446,446,1.0,True,large,wider_44--Aerobics_44_Aerobics_Aerobics_44_583.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\44--Aerobics_44_Aerobics_Aerobics_44_583.jpg_b31856.jpg
13--Interview_13_Interview_Interview_On_Location_13_791.jpg_b9637.jpg,train,clear,453,453,1.0,True,large,wider_13--Interview_13_Interview_Interview_On_Location_13_791.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\13--Interview_13_Interview_Interview_On_Location_13_791.jpg_b9637.jpg
30--Surgeons_30_Surgeons_Surgeons_30_500.jpg_b98362.jpg,train,clear,412,412,1.0,True,large,wider_30--Surgeons_30_Surgeons_Surgeons_30_500.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\30--Surgeons_30_Surgeons_Surgeons_30_500.jpg_b98362.jpg
12--Group_12_Group_Group_12_Group_Group_12_664.jpg_b32697.jpg,train,clear,156,156,1.0,True,large,wider_12--Group_12_Group_Group_12_Group_Group_12_664.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\12--Group_12_Group_Group_12_Group_Group_12_664.jpg_b32697.jpg
48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_266.jpg_b130229.jpg,train,clear,116,116,1.0,True,large,wider_48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_266.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\48--Parachutist_Paratrooper_48_Parachutist_Paratrooper_Parachutist_Paratrooper_48_266.jpg_b130229.jpg
9--Press_Conference_9_Press_Conference_Press_Conference_9_232.jpg_b156747.jpg,train,clear,256,256,1.0,True,large,wider_9--Press_Conference_9_Press_Conference_Press_Conference_9_232.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\9--Press_Conference_9_Press_Conference_Press_Conference_9_232.jpg_b156747.jpg
55--Sports_Coach_Trainer_55_Sports_Coach_Trainer_sportcoaching_55_682.jpg_b138903.jpg,train,clear,192,192,1.0,True,large,wider_55--Sports_Coach_Trainer_55_Sports_Coach_Trainer_sportcoaching_55_682.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\55--Sports_Coach_Trainer_55_Sports_Coach_Trainer_sportcoaching_55_682.jpg_b138903.jpg
49--Greeting_49_Greeting_peoplegreeting_49_814.jpg_b131247.jpg,train,clear,516,516,1.0,True,large,wider_49--Greeting_49_Greeting_peoplegreeting_49_814.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\49--Greeting_49_Greeting_peoplegreeting_49_814.jpg_b131247.jpg
001890_face.jpg,train,clear,146,146,1.0,True,large,single_001890_face.jpg,C:\Thực tập LUMI\model_BaiToan\Deepleaning\data\dataset\raw\clear\001890_face.jpg
